平成２８年　社会医療診療行為別統計　平成２８年６月審査分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第　７表　医科診療　件数・診療実日数・実施件数・回数・点数，入院－入院外、傷病（中分類）、診療行為（大分類）別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：１）「件数」は、明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：２）「実施件数」は、当該診療行為が実施された明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：３）「回数」は、当該診療行為が実施された延べ算定回数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：４）総数には、「療養担当手当等」、「合算薬剤料」、「補正点数」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：５）総数には、入院時食事療養等を含まない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：６）総数には、「ⅩⅩ　傷病及び死亡の外因」、「ⅩⅩⅠ　健康状態に影響を及ぼす要因及び保健サービスの利用」、「ⅩⅩⅡ　特殊目的用コード」、「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,件数,診療実日数,総数,,,初   ・  再 診,,,医 学 管 理 等,,,在　宅　医　療,,,検　　　　　査,,,画　像　診　断,,,投　　　　　薬,,,注　　　　　射,,,リハビリテーション,,,精神科専門療法,,,処　　　　　置,,,手　　　　　術,,,麻　　　　　酔,,,放 射 線 治 療,,,病  理  診  断,,,入  院  料  等,,,診断群分類による包括評価等,,,入院時食事療養等(別掲),,
,　　肺　　炎,167138 ,330559 ,167138 ,3105394 ,355395432 ,153837 ,298252 ,49988775 ,73721 ,123503 ,24721563 ,7842 ,17785 ,41897579 ,94263 ,832493 ,79737857 ,106366 ,276031 ,64300261 ,126585 ,1455833 ,41527801 ,28689 ,61998 ,35360997 ,812 ,4578 ,877350 ,589 ,982 ,417966 ,14658 ,29134 ,12450704 ,417 ,687 ,2433923 ,439 ,822 ,179575 ,57 ,392 ,553542 ,1306 ,2900 ,944819 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　急性気管支炎及び急性細気管支炎,1683457 ,2431077 ,1683457 ,14812755 ,1286302304 ,1445294 ,2014454 ,478111634 ,773871 ,1168596 ,290001697 ,9178 ,19116 ,34647159 ,291284 ,1559173 ,148835753 ,129080 ,280845 ,43740213 ,1423594 ,9232964 ,223603861 ,84296 ,133839 ,31096802 ,1387 ,8192 ,1571468 ,1393 ,2426 ,1005684 ,158875 ,386121 ,29379733 ,1112 ,1236 ,2577267 ,1295 ,2721 ,493961 ,19 ,186 ,294720 ,1282 ,2808 ,936108 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　アレルギ－性鼻炎,2128863 ,2886928 ,2128863 ,25382905 ,1412379442 ,2087966 ,2828279 ,445537796 ,602304 ,796174 ,117294743 ,25670 ,29948 ,57773015 ,420578 ,1592120 ,250033469 ,83905 ,177799 ,33480218 ,1953580 ,15884956 ,332152320 ,47793 ,95161 ,35573602 ,3638 ,20305 ,3788905 ,13137 ,18849 ,6818095 ,1083176 ,3921207 ,112949569 ,7805 ,9204 ,13986767 ,2914 ,5679 ,1388828 ,32 ,233 ,467416 ,1374 ,2906 ,1131195 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　慢性副鼻腔炎,578281 ,987036 ,578281 ,7119380 ,467120742 ,569569 ,977951 ,134523619 ,102760 ,135004 ,16977284 ,4355 ,4611 ,9881253 ,146268 ,430663 ,90565560 ,79612 ,170748 ,44942706 ,499025 ,2947107 ,78566613 ,7590 ,14955 ,10295882 ,592 ,3196 ,649766 ,696 ,924 ,330425 ,462271 ,2426630 ,63372352 ,3700 ,4898 ,14903295 ,434 ,635 ,975376 ,8 ,61 ,113970 ,956 ,1978 ,1016810 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　急性又は慢性と明示されない気管支炎,205117 ,297605 ,205117 ,3266849 ,188903141 ,201758 ,289962 ,55419909 ,98224 ,144090 ,15906899 ,3360 ,6609 ,11493387 ,48968 ,297230 ,27719342 ,27091 ,59648 ,10715876 ,198200 ,2373970 ,44782631 ,18537 ,34032 ,13881905 ,478 ,3053 ,513612 ,1020 ,1742 ,706391 ,15002 ,53566 ,6132411 ,258 ,231 ,749109 ,694 ,1529 ,235563 ,17 ,88 ,260590 ,505 ,1092 ,379769 ,1 ,2 ,5712 ,・,・,・,・,・,・
,　　慢性閉塞性肺疾患,283086 ,437066 ,283086 ,6329394 ,540717979 ,270495 ,411951 ,48739535 ,189780 ,278691 ,47726723 ,29749 ,54692 ,194310474 ,93003 ,635172 ,66663463 ,52827 ,128820 ,39506945 ,253409 ,4672217 ,94329077 ,19720 ,50446 ,25204954 ,2388 ,14840 ,2629473 ,1836 ,3282 ,1594922 ,16286 ,70681 ,15472807 ,591 ,546 ,1747247 ,1896 ,3669 ,632262 ,25 ,240 ,638610 ,1922 ,4139 ,1515733 ,1 ,2 ,5712 ,・,・,・,・,・,・
,　　喘　　息,1895708 ,2856322 ,1895708 ,24582110 ,1807345264 ,1765369 ,2609401 ,428179832 ,1274720 ,1936774 ,400993225 ,24243 ,38837 ,95750161 ,415315 ,2337732 ,259013289 ,154472 ,346757 ,62770412 ,1705036 ,16436031 ,447237917 ,100339 ,197114 ,60398149 ,3911 ,23021 ,4464663 ,4805 ,7317 ,2714031 ,268145 ,633122 ,37779979 ,2008 ,2159 ,4013718 ,3506 ,6780 ,1277320 ,16 ,119 ,322320 ,3201 ,6831 ,2429947 ,-,-,-,・,・,・,・,・,・
,　　その他の呼吸器系の疾患,468541 ,722661 ,468541 ,7014165 ,929078499 ,452115 ,694995 ,113460137 ,161545 ,220021 ,35900005 ,34485 ,61558 ,247910811 ,282902 ,1503351 ,185829072 ,96794 ,253001 ,75925549 ,364244 ,3673050 ,108132624 ,35746 ,64316 ,100143259 ,3100 ,15100 ,2938886 ,1606 ,2527 ,1005564 ,106022 ,514484 ,44130061 ,2280 ,2696 ,8300025 ,1116 ,1839 ,685714 ,101 ,1027 ,1948960 ,2758 ,6143 ,2759541 ,3 ,3 ,8568 ,・,・,・,・,・,・
,ⅩⅠ　消化器系の疾患,5157810 ,7726884 ,5157810 ,106274969 ,7232994797 ,4967301 ,7473322 ,960554677 ,3129185 ,4500737 ,789281034 ,123698 ,219265 ,386226649 ,1968763 ,12577615 ,1800541145 ,420652 ,1070656 ,430546257 ,4323135 ,77889705 ,1298369199 ,374989 ,871079 ,704552999 ,31369 ,188708 ,32886931 ,102666 ,155208 ,55655169 ,264634 ,846067 ,325889462 ,48402 ,47276 ,216165238 ,40823 ,78896 ,17887224 ,753 ,7166 ,16968124 ,155860 ,348477 ,195981072 ,516 ,522 ,1490832 ,・,・,・,・,・,・
,　　う　蝕,223 ,346 ,223 ,3333 ,408244 ,203 ,322 ,69664 ,131 ,190 ,38634 ,12 ,13 ,47164 ,56 ,452 ,49208 ,20 ,38 ,6686 ,146 ,2221 ,37006 ,11 ,30 ,58788 ,4 ,13 ,2785 ,3 ,5 ,2350 ,10 ,47 ,95396 ,-,-,-,1 ,-,13 ,-,-,-,1 ,2 ,550 ,-,-,-,・,・,・,・,・,・
,　　歯肉炎及び歯周疾患,3892 ,6248 ,3892 ,70885 ,5510492 ,3756 ,5914 ,1040359 ,1914 ,2894 ,424748 ,124 ,300 ,829013 ,791 ,5222 ,513808 ,198 ,435 ,222533 ,3224 ,53776 ,1275900 ,371 ,930 ,513071 ,15 ,61 ,12547 ,57 ,148 ,79695 ,292 ,1123 ,537498 ,14 ,12 ,34000 ,28 ,48 ,17260 ,-,-,-,10 ,22 ,10060 ,-,-,-,・,・,・,・,・,・
,　　その他の歯及び歯の支持組織の障害,8274 ,12287 ,8274 ,80619 ,8651499 ,8077 ,12029 ,2261197 ,3031 ,3909 ,606096 ,160 ,270 ,448115 ,1229 ,6474 ,802134 ,1451 ,3363 ,1445384 ,5233 ,47850 ,1101540 ,449 ,1176 ,511540 ,110 ,503 ,85160 ,144 ,269 ,123265 ,1268 ,4410 ,999659 ,65 ,84 ,206672 ,125 ,262 ,51627 ,-,-,-,9 ,20 ,9110 ,-,-,-,・,・,・,・,・,・
,　　胃潰瘍及び十二指腸潰瘍,587191 ,882138 ,587191 ,13300372 ,805879447 ,573068 ,867328 ,107273542 ,407090 ,593922 ,102778515 ,12599 ,22426 ,38574856 ,203415 ,1285869 ,198681411 ,42008 ,105298 ,38452444 ,527011 ,10126552 ,159922548 ,46365 ,106939 ,55614801 ,3599 ,22027 ,3864980 ,12225 ,18409 ,6607988 ,21868 ,91445 ,55629727 ,2379 ,2288 ,9189589 ,5050 ,9452 ,1804194 ,62 ,596 ,1402750 ,22673 ,47753 ,26047438 ,10 ,12 ,34272 ,・,・,・,・,・,・
,　　胃炎及び十二指腸炎,1677471 ,2609190 ,1677471 ,34164772 ,2011615475 ,1636986 ,2556263 ,335721185 ,1132301 ,1682309 ,285140600 ,25574 ,46831 ,69588787 ,537910 ,3007912 ,508084609 ,105014 ,262095 ,75808816 ,1467336 ,25616448 ,392817968 ,145426 ,332273 ,89024504 ,13871 ,81853 ,13692906 ,42554 ,63476 ,22424106 ,87095 ,351091 ,106832641 ,10092 ,9253 ,41472221 ,19539 ,38864 ,7253507 ,85 ,737 ,1824424 ,53686 ,115274 ,61803194 ,43 ,44 ,125664 ,・,・,・,・,・,・
,　　アルコ－ル性肝疾患,28242 ,42090 ,28242 ,679441 ,42032776 ,27738 ,42097 ,4950535 ,18255 ,25763 ,4490897 ,968 ,1741 ,2591189 ,15424 ,125602 ,13826673 ,2691 ,6713 ,4280021 ,22773 ,464801 ,8184070 ,2730 ,8431 ,1236969 ,68 ,341 ,54411 ,451 ,694 ,251814 ,642 ,2247 ,1184297 ,136 ,155 ,530120 ,97 ,171 ,34574 ,3 ,16 ,36690 ,301 ,668 ,377660 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　慢性肝炎（アルコール性のものを除く）,97248 ,179610 ,97248 ,2794023 ,136834989 ,95360 ,176415 ,20869043 ,77637 ,124596 ,22161938 ,2535 ,4881 ,8790678 ,41473 ,314091 ,32262574 ,5707 ,13757 ,4789623 ,84976 ,2066932 ,31289392 ,18143 ,70124 ,10380903 ,364 ,2319 ,370273 ,1336 ,2677 ,1002959 ,3454 ,14442 ,3105603 ,235 ,197 ,810259 ,899 ,2311 ,372437 ,2 ,14 ,23430 ,572 ,1263 ,600151 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　肝硬変（アルコール性のものを除く）,39907 ,67847 ,39907 ,1106974 ,91513986 ,38565 ,66640 ,6962508 ,25588 ,36194 ,7025459 ,2049 ,4380 ,7176607 ,26355 ,249218 ,28761199 ,4461 ,10979 ,7195478 ,33223 ,713856 ,25500587 ,4574 ,19514 ,5153674 ,124 ,791 ,145582 ,273 ,578 ,171825 ,981 ,3512 ,2392869 ,167 ,196 ,507801 ,151 ,262 ,60717 ,7 ,10 ,16930 ,400 ,836 ,442964 ,-,-,-,・,・,・,・,・,・
,　　その他の肝疾患,435740 ,643771 ,435740 ,10014750 ,643889446 ,424952 ,625779 ,77089711 ,281433 ,398892 ,72953623 ,15476 ,26920 ,44601632 ,287983 ,2197347 ,224326565 ,37634 ,90822 ,39338885 ,348965 ,6515944 ,115209727 ,29277 ,73359 ,43506079 ,1865 ,11131 ,1883101 ,8976 ,15521 ,5629168 ,13350 ,44916 ,10782647 ,962 ,967 ,3326435 ,2052 ,4017 ,830541 ,54 ,377 ,706342 ,4079 ,8728 ,3696233 ,3 ,3 ,8568 ,・,・,・,・,・,・
,　　胆石症及び胆のう炎,107159 ,159107 ,107159 ,2287866 ,199837076 ,103957 ,158393 ,18598026 ,53808 ,75387 ,13629201 ,3289 ,5452 ,10934992 ,65152 ,483443 ,66005861 ,22449 ,63637 ,36544645 ,74978 ,1471236 ,26841501 ,7283 ,13150 ,12607196 ,395 ,2556 ,483507 ,447 ,641 ,238980 ,3029 ,8660 ,9428632 ,373 ,445 ,2047504 ,364 ,568 ,160002 ,14 ,49 ,76248 ,2007 ,4230 ,2234950 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　膵疾患,66242 ,97605 ,66242 ,1666516 ,129500462 ,64629 ,97945 ,11302278 ,38401 ,55809 ,10162995 ,2904 ,4035 ,7318869 ,41824 ,341784 ,39475467 ,12405 ,29094 ,22178336 ,49468 ,1116710 ,23177664 ,5115 ,11213 ,8788532 ,204 ,1451 ,264838 ,415 ,699 ,273750 ,1564 ,5174 ,4396254 ,194 ,227 ,1012770 ,252 ,445 ,85111 ,5 ,48 ,62860 ,857 ,1868 ,994942 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　その他の消化器系の疾患,2106221 ,3026645 ,2106221 ,40105418 ,3157320905 ,1990010 ,2864197 ,374416629 ,1089596 ,1500872 ,269868328 ,58008 ,102016 ,195324747 ,747151 ,4560201 ,687751636 ,186614 ,484425 ,200283406 ,1705802 ,29693379 ,513011296 ,115245 ,233940 ,477156942 ,10750 ,65662 ,12026841 ,35785 ,52091 ,18849269 ,131081 ,319000 ,130504239 ,33785 ,33452 ,157027867 ,12265 ,22496 ,7217241 ,521 ,5319 ,12818450 ,71265 ,167813 ,99763820 ,453 ,456 ,1302336 ,・,・,・,・,・,・
,ⅩⅡ　皮膚及び皮下組織の疾患,6251397 ,8628914 ,6251397 ,56166122 ,4484530903 ,5974245 ,8218870 ,1415456071 ,2290573 ,2903917 ,414113178 ,71564 ,147481 ,234110001 ,759483 ,3679582 ,428277748 ,94112 ,236913 ,79955891 ,5589197 ,37839675 ,939398783 ,212733 ,439422 ,368660723 ,18569 ,114862 ,19742770 ,15935 ,26194 ,11046288 ,1340146 ,2385416 ,418877328 ,71003 ,73054 ,101269283 ,18892 ,38476 ,7603019 ,1130 ,13199 ,21375730 ,23604 ,48855 ,24597034 ,15 ,16 ,45696 ,・,・,・,・,・,・
,　　皮膚及び皮下組織の感染症,365006 ,619317 ,365006 ,3458875 ,346149764 ,348551 ,593194 ,102196822 ,118315 ,160399 ,23605194 ,5961 ,12776 ,20117824 ,66910 ,390921 ,40362626 ,18452 ,45209 ,13291093 ,318678 ,1956377 ,57018552 ,17857 ,43222 ,31924367 ,1748 ,11055 ,1939645 ,963 ,1774 ,788266 ,111640 ,215442 ,33865758 ,19254 ,19767 ,17170252 ,1809 ,3343 ,795460 ,23 ,246 ,483880 ,2483 ,5133 ,2581359 ,2 ,3 ,8568 ,・,・,・,・,・,・
,　　皮膚炎及び湿疹,3485725 ,4643086 ,3485725 ,30606734 ,2256984513 ,3314915 ,4389579 ,793333698 ,1321948 ,1674166 ,237712026 ,31128 ,62430 ,96927570 ,411043 ,1802223 ,218559098 ,36859 ,93799 ,30635632 ,3197043 ,21036162 ,513442602 ,101530 ,221078 ,130090140 ,9152 ,56371 ,9407629 ,8270 ,13671 ,5686948 ,692378 ,1206045 ,187720252 ,9269 ,9034 ,17372513 ,10138 ,22333 ,3962177 ,289 ,3095 ,5232556 ,7977 ,16639 ,6895211 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　その他の皮膚及び皮下組織の疾患,2400666 ,3366511 ,2400666 ,22100513 ,1881396626 ,2310779 ,3236097 ,519925551 ,850310 ,1069352 ,152795958 ,34475 ,72275 ,117064607 ,281530 ,1486438 ,169356024 ,38801 ,97905 ,36029166 ,2073476 ,14847136 ,368937629 ,93346 ,175122 ,206646216 ,7669 ,47436 ,8395496 ,6702 ,10749 ,4571074 ,536128 ,963929 ,197291318 ,42480 ,44253 ,66726518 ,6945 ,12800 ,2845382 ,818 ,9858 ,15659294 ,13144 ,27083 ,15120464 ,11 ,11 ,31416 ,・,・,・,・,・,・
,ⅩⅢ　筋骨格系及び結合組織の疾患,7660241 ,17658035 ,7660241 ,124112197 ,9443963889 ,7568258 ,17540221 ,1893308182 ,2946280 ,3865909 ,466879035 ,129494 ,213894 ,442317855 ,1309884 ,9304503 ,923706108 ,2092984 ,6005360 ,1381324895 ,6006744 ,71026307 ,1432211637 ,1671340 ,4223475 ,1406907959 ,791797 ,4061809 ,678295418 ,32570 ,48278 ,18040771 ,1777389 ,6779843 ,521824087 ,64445 ,35237 ,73654886 ,532857 ,977133 ,188894085 ,317 ,2910 ,5763906 ,12636 ,26998 ,10716207 ,32 ,41 ,117096 ,・,・,・,・,・,・
,　　炎症性多発性関節障害,641467 ,1049382 ,641467 ,13004238 ,1227458569 ,633811 ,1044829 ,128980652 ,251993 ,328504 ,41881590 ,27711 ,36624 ,136734603 ,283189 ,2631262 ,228694652 ,156056 ,474621 ,83207507 ,565129 ,7928167 ,146738477 ,102259 ,213087 ,412184214 ,19173 ,99033 ,16580956 ,1677 ,2386 ,882890 ,72000 ,216300 ,23576892 ,1973 ,1144 ,2700944 ,13381 ,25448 ,3790752 ,21 ,230 ,388496 ,1199 ,2552 ,1100710 ,3 ,5 ,14280 ,・,・,・,・,・,・
,　　関節症,1503799 ,3764024 ,1503799 ,22572604 ,1731746443 ,1489226 ,3742803 ,379609099 ,541957 ,705327 ,73571896 ,15235 ,26884 ,43464842 ,168108 ,1095638 ,110464862 ,401200 ,1211070 ,218961097 ,1144819 ,11443859 ,249761285 ,662183 ,1677849 ,349149988 ,194145 ,1014174 ,170299138 ,2514 ,3901 ,1587178 ,376964 ,1465601 ,97432814 ,11132 ,6578 ,10114460 ,92400 ,175924 ,25900055 ,26 ,211 ,338910 ,1290 ,2726 ,1067614 ,7 ,8 ,22848 ,・,・,・,・,・,・
,　　脊椎障害（脊椎症を含む）,1596040 ,4504285 ,1596040 ,26609889 ,1951616669 ,1580817 ,4493341 ,437306478 ,579170 ,755454 ,81243589 ,20319 ,34797 ,54143686 ,197171 ,1208714 ,128105755 ,447612 ,1332038 ,377268813 ,1252762 ,14412772 ,303858415 ,278938 ,805806 ,186377538 ,200113 ,1081861 ,175368143 ,2842 ,4279 ,1725338 ,482362 ,2134430 ,125010801 ,13147 ,3269 ,6720397 ,180462 ,338463 ,72087696 ,33 ,322 ,620590 ,2038 ,4297 ,1747751 ,9 ,11 ,31416 ,・,・,・,・,・,・
,　　椎間板障害,566379 ,1475878 ,566379 ,7263300 ,654798391 ,562726 ,1470884 ,161369809 ,189822 ,234789 ,23772581 ,2153 ,2740 ,5585437 ,40447 ,254842 ,25764395 ,213535 ,598708 ,191132216 ,409609 ,3311886 ,77964127 ,66080 ,185245 ,31033248 ,92904 ,414646 ,69199556 ,547 ,813 ,281955 ,195171 ,677572 ,35645967 ,4363 ,717 ,2562901 ,63810 ,109585 ,30047636 ,6 ,33 ,90230 ,382 ,822 ,345358 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　頚腕症候群,191710 ,383667 ,191710 ,3271921 ,172111458 ,190442 ,382426 ,44939786 ,96863 ,132380 ,17899927 ,1804 ,2865 ,4796260 ,22767 ,121258 ,12069655 ,31708 ,87271 ,23284246 ,158002 ,2254644 ,36796183 ,19660 ,51587 ,7708881 ,11745 ,55269 ,9005397 ,2981 ,4260 ,1372937 ,42320 ,152007 ,8832477 ,1203 ,194 ,411779 ,15905 ,27466 ,4817913 ,2 ,5 ,63440 ,136 ,287 ,112756 ,-,-,-,・,・,・,・,・,・
,　　腰痛症及び坐骨神経痛,695444 ,1316221 ,695444 ,12787640 ,715241532 ,683990 ,1299139 ,158721258 ,354240 ,485198 ,65230173 ,13223 ,24529 ,37604460 ,101938 ,578043 ,57851428 ,145289 ,371020 ,85948965 ,597006 ,9146995 ,158596757 ,72316 ,194419 ,53903818 ,23821 ,114985 ,18906109 ,9868 ,14853 ,5536726 ,137678 ,466426 ,50486552 ,4516 ,1397 ,4500953 ,49996 ,85602 ,15335830 ,54 ,433 ,1120028 ,2158 ,4570 ,1498258 ,-,-,-,・,・,・,・,・,・
,　　その他の脊柱障害,237655 ,539275 ,237655 ,3101093 ,277740301 ,235745 ,538041 ,62772834 ,70576 ,89748 ,9990848 ,2295 ,3173 ,7248473 ,28493 ,186425 ,20274571 ,103486 ,290796 ,75089655 ,153655 ,1528806 ,33128219 ,29712 ,80978 ,20307626 ,29437 ,140143 ,23733181 ,535 ,812 ,309305 ,56357 ,207429 ,15134531 ,1685 ,742 ,1284779 ,18506 ,33141 ,7987944 ,8 ,91 ,180016 ,348 ,760 ,298263 ,-,-,-,・,・,・,・,・,・
,　　肩の傷害〈損傷〉,479670 ,1303969 ,479670 ,7526962 ,549796028 ,474909 ,1289203 ,131783795 ,185960 ,247514 ,28259793 ,4212 ,6493 ,11540741 ,50538 ,277503 ,28526358 ,124134 ,347756 ,66132727 ,369889 ,3922109 ,80114738 ,151257 ,371147 ,70976905 ,97035 ,511190 ,85983164 ,1998 ,3033 ,1132938 ,116503 ,476001 ,31674472 ,3093 ,714 ,1647683 ,39253 ,73333 ,11299937 ,12 ,134 ,367440 ,390 ,818 ,349541 ,1 ,2 ,5712 ,・,・,・,・,・,・
,　　骨の密度及び構造の障害,606390 ,1165917 ,606390 ,11264578 ,739151864 ,594037 ,1149837 ,115108803 ,248731 ,330607 ,43486466 ,20880 ,34406 ,56923470 ,167271 ,845792 ,99007152 ,95421 ,280241 ,60380202 ,527209 ,7750718 ,141365830 ,133987 ,321676 ,137832654 ,30388 ,163017 ,26621310 ,1392 ,2059 ,815050 ,83504 ,335300 ,44014526 ,2630 ,1410 ,4487529 ,22747 ,44969 ,6587867 ,75 ,819 ,1355118 ,1699 ,3705 ,1151480 ,3 ,5 ,14280 ,・,・,・,・,・,・
,　　その他の筋骨格系及び結合組織の疾患,1141687 ,2155417 ,1141687 ,16709972 ,1424302634 ,1122555 ,2129718 ,272715668 ,426968 ,556388 ,81542172 ,21662 ,41383 ,84275883 ,249962 ,2105026 ,212947280 ,374543 ,1011839 ,199919467 ,828664 ,9326351 ,203887606 ,154948 ,321681 ,137433087 ,93036 ,467491 ,82598464 ,8216 ,11882 ,4396454 ,214530 ,648777 ,90015055 ,20703 ,19072 ,39223461 ,36397 ,63202 ,11038455 ,80 ,632 ,1239638 ,2996 ,6461 ,3044476 ,8 ,9 ,25704 ,・,・,・,・,・,・
,ⅩⅣ　腎尿路生殖器系の疾患,2815304 ,5667359 ,2815304 ,55307698 ,9060523162 ,2749002 ,5621473 ,648355430 ,998388 ,1472493 ,483980848 ,92454 ,130024 ,333196450 ,1893037 ,9114376 ,1069709873 ,379711 ,707549 ,282016680 ,2012545 ,34820197 ,733645960 ,258168 ,425942 ,347334729 ,7607 ,57617 ,10418837 ,14244 ,20752 ,7091977 ,428127 ,2406104 ,4830190824 ,28607 ,27508 ,198070580 ,8538 ,11959 ,3745691 ,399 ,3954 ,8895377 ,228252 ,487532 ,103777818 ,25 ,32 ,91392 ,・,・,・,・,・,・
,　　糸球体疾患及び腎尿細管間質性疾患,147649 ,223207 ,147649 ,3027423 ,289429518 ,143662 ,221355 ,27794449 ,54716 ,75020 ,15447482 ,5441 ,8346 ,20041439 ,124543 ,921930 ,86464586 ,20870 ,55321 ,23895161 ,102860 ,1686900 ,37102223 ,13769 ,23363 ,30232723 ,344 ,2055 ,396771 ,619 ,876 ,320300 ,7291 ,21876 ,33866574 ,1911 ,2111 ,11185830 ,354 ,491 ,217453 ,32 ,264 ,558457 ,3625 ,7498 ,1891706 ,4 ,5 ,14280 ,・,・,・,・,・,・
,　　腎不全,257916 ,2039209 ,257916 ,14353216 ,6026553601 ,252608 ,2034317 ,157400445 ,196596 ,453880 ,357704217 ,31571 ,41424 ,163924946 ,163942 ,1103986 ,115945972 ,135087 ,96200 ,41089795 ,225459 ,8505527 ,210390722 ,86862 ,55859 ,137440985 ,2696 ,25926 ,4439359 ,669 ,1067 ,411035 ,158231 ,2021268 ,4716112529 ,9610 ,8049 ,119445779 ,1948 ,1539 ,495498 ,48 ,201 ,331270 ,1858 ,3920 ,1407039 ,3 ,5 ,14280 ,・,・,・,・,・,・
,　　尿路結石症,123971 ,165087 ,123971 ,1920053 ,219832647 ,122802 ,168239 ,27061809 ,43128 ,56835 ,8902407 ,1986 ,2366 ,5310683 ,97806 ,537971 ,60604401 ,61856 ,173247 ,59712367 ,80803 ,948186 ,17970741 ,10105 ,12727 ,8769163 ,253 ,1521 ,310552 ,209 ,306 ,122615 ,7914 ,5694 ,3872562 ,2982 ,2736 ,24461575 ,306 ,407 ,197202 ,17 ,196 ,437210 ,4718 ,9609 ,2096420 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　その他の腎尿路系の疾患,688977 ,992632 ,688977 ,12647089 ,857582451 ,670512 ,971538 ,138893753 ,277361 ,381058 ,55107702 ,37442 ,57112 ,96042676 ,511498 ,2494646 ,221417871 ,41059 ,105093 ,43270214 ,585972 ,8409434 ,166609447 ,37038 ,72216 ,69887898 ,2867 ,19132 ,3537320 ,4175 ,6952 ,2793817 ,38972 ,80567 ,38504817 ,1903 ,1939 ,9017803 ,3058 ,5770 ,1259334 ,119 ,1245 ,2798280 ,19715 ,40341 ,8426952 ,4 ,5 ,14280 ,・,・,・,・,・,・
,　　前立腺肥大（症）,477125 ,586437 ,477125 ,10146044 ,495878277 ,473391 ,597594 ,66478776 ,157908 ,194389 ,23316520 ,10827 ,14674 ,26916103 ,343895 ,1598255 ,148648577 ,23897 ,62776 ,30570925 ,431361 ,7597946 ,136205204 ,11453 ,19131 ,39234999 ,780 ,5360 ,1032735 ,1062 ,1537 ,624210 ,16400 ,28244 ,9545435 ,884 ,949 ,4518368 ,999 ,1517 ,626313 ,86 ,1005 ,2835800 ,11173 ,22646 ,5295675 ,8 ,10 ,28560 ,・,・,・,・,・,・
,　　その他の男性生殖器の疾患,105883 ,136052 ,105883 ,1232702 ,91227956 ,103589 ,135310 ,24016227 ,26046 ,32235 ,4484704 ,928 ,1187 ,2735886 ,72671 ,323616 ,29996732 ,3826 ,9849 ,4619468 ,67185 ,708705 ,14703720 ,3180 ,4933 ,5181372 ,115 ,652 ,134498 ,199 ,285 ,106210 ,10036 ,11883 ,3356754 ,287 ,310 ,700224 ,117 ,133 ,63285 ,10 ,117 ,315110 ,1715 ,3481 ,810875 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　月経障害及び閉経周辺期障害,294256 ,434036 ,294256 ,4871356 ,235024728 ,291239 ,432911 ,59678930 ,91988 ,103978 ,5906725 ,528 ,594 ,1805723 ,85477 ,361099 ,62738819 ,3189 ,7784 ,3884220 ,222185 ,3733826 ,71323197 ,40979 ,128743 ,11978945 ,159 ,892 ,165361 ,5859 ,7833 ,2139425 ,31082 ,40455 ,5151219 ,653 ,678 ,1032522 ,408 ,729 ,143458 ,7 ,42 ,59370 ,23844 ,51774 ,9016688 ,-,-,-,・,・,・,・,・,・
,　　乳房及びその他の女性生殖器の疾患,719527 ,1090699 ,719527 ,7109815 ,844993984 ,691199 ,1060209 ,147031041 ,150645 ,175098 ,13111091 ,3731 ,4321 ,16418994 ,493205 ,1772873 ,343892915 ,89927 ,197279 ,74974530 ,296720 ,3229673 ,79340706 ,54782 ,108970 ,44608644 ,393 ,2079 ,402241 ,1452 ,1896 ,574365 ,158201 ,196117 ,19780934 ,10377 ,10736 ,27708479 ,1348 ,1373 ,743148 ,80 ,884 ,1559880 ,161604 ,348263 ,74832463 ,4 ,5 ,14280 ,・,・,・,・,・,・
