平成２７年　社会医療診療行為別統計　平成２７年６月審査分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第７表　医科診療　件数・診療実日数・実施件数・回数・点数，入院－入院外、傷病（中分類）、診療行為（大分類）別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：１）「件数」は、明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：２）「実施件数」は、当該診療行為が実施された明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：３）「回数」は、当該診療行為が実施された延べ算定回数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：４）総数には、「療養担当手当等」、「合算薬剤料」、「補正点数」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：５）総数には、入院時食事療養等を含まない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：６）総数には、「ⅩⅩ　傷病及び死亡の外因」、「ⅩⅩⅠ　健康状態に影響を及ぼす要因及び保健サービスの利用」、「ⅩⅩⅡ　特殊目的用コード」、「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,件数,診療実日数,総数,,,初   ・  再 診,,,医 学 管 理 等,,,在　宅　医　療,,,検　　　　　査,,,画　像　診　断,,,投　　　　　薬,,,注　　　　　射,,,リハビリテーション,,,精神科専門療法,,,処　　　　　置,,,手　　　　　術,,,麻　　　　　酔,,,放 射 線 治 療,,,病  理  診  断,,,入  院  料  等,,,診断群分類による包括評価等,,,入院時食事療養等(別掲),,
,　　急性又は慢性と明示されない気管支炎,232241 ,341125 ,232241 ,3787550 ,215021793 ,228669 ,332766 ,63918756 ,112318 ,167290 ,18039400 ,3615 ,7197 ,12969762 ,53498 ,316973 ,29728532 ,28487 ,62903 ,11359435 ,224867 ,2789538 ,53417305 ,22897 ,43699 ,14822942 ,514 ,3364 ,538770 ,1049 ,1738 ,663139 ,17354 ,58595 ,7605208 ,311 ,273 ,851381 ,862 ,1948 ,341683 ,19 ,173 ,298730 ,503 ,1088 ,395063 ,-,-,-,・,・,・,・,・,・
,　　慢性閉塞性肺疾患,273232 ,431423 ,273232 ,6412446 ,532179885 ,261179 ,407506 ,48105805 ,182751 ,272761 ,46036101 ,29467 ,52290 ,193314264 ,90427 ,617985 ,64303774 ,50917 ,123855 ,37417776 ,245864 ,4789024 ,95886331 ,20411 ,55792 ,25017677 ,2420 ,13935 ,2502823 ,1791 ,3181 ,1467377 ,15598 ,67428 ,13961079 ,565 ,506 ,1606615 ,1958 ,3939 ,685166 ,24 ,158 ,339040 ,1905 ,4071 ,1427025 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　喘　　息,1811714 ,2756618 ,1811714 ,24445573 ,1754016749 ,1690080 ,2525139 ,411677702 ,1216620 ,1866086 ,380920344 ,22707 ,36707 ,94918716 ,389698 ,2175970 ,242683864 ,143569 ,321128 ,57532907 ,1631437 ,16663849 ,454512681 ,106206 ,214627 ,59535422 ,3773 ,22243 ,4312670 ,4333 ,6816 ,2655003 ,248649 ,596943 ,37490252 ,1872 ,1949 ,3765747 ,3584 ,7141 ,1325900 ,17 ,89 ,196716 ,3187 ,6794 ,2361334 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　その他の呼吸器系の疾患,446116 ,700708 ,446116 ,6782570 ,873718429 ,432093 ,676982 ,107997514 ,150682 ,206591 ,31558131 ,33576 ,57047 ,240680200 ,265487 ,1332277 ,175211510 ,91658 ,239127 ,71339490 ,347945 ,3646203 ,104024086 ,36869 ,68860 ,81760822 ,3043 ,15061 ,2897407 ,1571 ,2590 ,1061410 ,109033 ,526283 ,43941242 ,2226 ,2647 ,8062830 ,1177 ,1913 ,741238 ,88 ,763 ,1446924 ,2811 ,6194 ,2698903 ,3 ,4 ,11424 ,・,・,・,・,・,・
,ⅩⅠ　消化器系の疾患,5139422 ,7868670 ,5139422 ,110467353 ,7228654238 ,4953986 ,7625908 ,982837954 ,3130796 ,4585046 ,791054381 ,118437 ,206788 ,377816491 ,1952229 ,12448928 ,1771864799 ,417794 ,1063516 ,421736387 ,4338707 ,81854074 ,1346021340 ,396563 ,964488 ,695917897 ,31265 ,187165 ,32611514 ,100871 ,156919 ,56529540 ,276855 ,902114 ,337071557 ,44925 ,43336 ,194195743 ,43189 ,85175 ,18310041 ,713 ,6627 ,14365752 ,151541 ,336671 ,186257885 ,285 ,291 ,831096 ,・,・,・,・,・,・
,　　う　蝕,237 ,352 ,237 ,4149 ,455752 ,218 ,327 ,76235 ,128 ,196 ,37284 ,12 ,18 ,44133 ,73 ,752 ,71032 ,46 ,104 ,24563 ,149 ,2668 ,89334 ,9 ,20 ,40876 ,7 ,34 ,7150 ,2 ,2 ,660 ,10 ,28 ,64480 ,-,-,-,1 ,-,5 ,-,-,-,-,-,-,-,-,-,・,・,・,・,・,・
,　　歯肉炎及び歯周疾患,3959 ,6240 ,3959 ,70070 ,4673863 ,3821 ,5973 ,1081702 ,1924 ,3003 ,422715 ,107 ,247 ,388072 ,787 ,4958 ,503651 ,171 ,396 ,155789 ,3279 ,53421 ,954332 ,403 ,943 ,501871 ,12 ,81 ,14260 ,31 ,54 ,16980 ,247 ,873 ,562282 ,9 ,8 ,27476 ,37 ,74 ,11283 ,1 ,6 ,14830 ,13 ,31 ,17720 ,-,-,-,・,・,・,・,・,・
,　　その他の歯及び歯の支持組織の障害,8576 ,12920 ,8576 ,87334 ,9255230 ,8373 ,12686 ,2402010 ,3157 ,4097 ,626531 ,153 ,288 ,510583 ,1247 ,6741 ,840987 ,1620 ,3790 ,1655539 ,5418 ,51890 ,1169918 ,468 ,1135 ,411293 ,122 ,504 ,88100 ,133 ,290 ,141875 ,1358 ,5583 ,1240689 ,89 ,98 ,110909 ,99 ,196 ,42371 ,-,-,-,17 ,35 ,14346 ,-,-,-,・,・,・,・,・,・
,　　胃潰瘍及び十二指腸潰瘍,631853 ,964415 ,631853 ,14785187 ,872549386 ,617001 ,949027 ,117411182 ,438167 ,647923 ,110595968 ,13063 ,22840 ,41669908 ,219138 ,1384039 ,215095931 ,45038 ,113423 ,41201972 ,569188 ,11334551 ,179273373 ,51461 ,123039 ,54587705 ,3802 ,22799 ,3957359 ,12039 ,18560 ,6697535 ,24193 ,102094 ,60388439 ,2600 ,2425 ,9917546 ,5835 ,11290 ,2186693 ,60 ,542 ,960298 ,24951 ,52558 ,28444344 ,8 ,10 ,28560 ,・,・,・,・,・,・
,　　胃炎及び十二指腸炎,1661512 ,2648109 ,1661512 ,35350998 ,2018816788 ,1622279 ,2598367 ,342165304 ,1119830 ,1696763 ,282901982 ,24457 ,44025 ,67203159 ,527453 ,2957118 ,495443486 ,104966 ,261806 ,74809775 ,1466535 ,26750717 ,413515328 ,154027 ,362908 ,92566205 ,13799 ,80699 ,13456206 ,41440 ,63705 ,22448800 ,91734 ,374309 ,109618046 ,9561 ,8597 ,37485301 ,20496 ,41337 ,7324628 ,83 ,663 ,1252626 ,51285 ,109877 ,58354147 ,40 ,44 ,125664 ,・,・,・,・,・,・
,　　アルコ－ル性肝疾患,27393 ,41494 ,27393 ,678450 ,40849901 ,26946 ,41608 ,4922045 ,17610 ,25374 ,4355215 ,911 ,1602 ,2501949 ,14920 ,120864 ,13238243 ,2631 ,6489 ,3991843 ,22127 ,469894 ,8073962 ,2677 ,8422 ,1602145 ,70 ,427 ,75446 ,444 ,691 ,254460 ,645 ,2154 ,1103813 ,111 ,118 ,297578 ,106 ,182 ,72776 ,-,-,-,289 ,625 ,335590 ,-,-,-,・,・,・,・,・,・
,　　慢性肝炎（アルコール性のものを除く）,100833 ,197111 ,100833 ,3042074 ,144140236 ,99052 ,194171 ,22871367 ,80614 ,131849 ,23129278 ,2515 ,4610 ,8298312 ,43384 ,325889 ,33424500 ,6048 ,14615 ,5268154 ,88072 ,2261711 ,33258405 ,20302 ,83566 ,11705378 ,398 ,2693 ,420533 ,1296 ,2718 ,1058558 ,3880 ,16329 ,3122891 ,238 ,169 ,516655 ,922 ,2329 ,340957 ,1 ,16 ,31000 ,648 ,1406 ,690488 ,-,-,-,・,・,・,・,・,・
,　　肝硬変（アルコール性のものを除く）,39446 ,72094 ,39446 ,1152082 ,83243490 ,38206 ,71100 ,7440230 ,25665 ,37102 ,7104178 ,2000 ,4103 ,6841540 ,25972 ,239486 ,27650206 ,4231 ,10343 ,6768937 ,33354 ,758394 ,17298870 ,5322 ,24774 ,5983349 ,146 ,957 ,165112 ,249 ,542 ,186950 ,1061 ,3792 ,2673675 ,196 ,285 ,552307 ,182 ,349 ,55320 ,9 ,52 ,71702 ,376 ,803 ,431328 ,-,-,-,・,・,・,・,・,・
,　　その他の肝疾患,427083 ,647357 ,427083 ,10284233 ,632976690 ,417214 ,631625 ,77792113 ,276717 ,402330 ,72511433 ,14835 ,25148 ,42594892 ,282717 ,2153109 ,217460194 ,35939 ,86522 ,36633527 ,344324 ,6817404 ,116997594 ,30606 ,81177 ,42414756 ,1869 ,11268 ,1926176 ,9117 ,16418 ,6163855 ,13358 ,45171 ,10230909 ,921 ,882 ,2830919 ,2106 ,4351 ,917178 ,45 ,309 ,888976 ,3956 ,8493 ,3551558 ,4 ,4 ,11424 ,・,・,・,・,・,・
,　　胆石症及び胆のう炎,104789 ,157743 ,104789 ,2334801 ,194397177 ,101771 ,157114 ,18476019 ,52745 ,75111 ,13279066 ,3091 ,5030 ,9805321 ,63780 ,469534 ,64425790 ,21705 ,61174 ,35519651 ,74239 ,1534712 ,26004521 ,7500 ,14450 ,11782685 ,360 ,2338 ,455508 ,472 ,711 ,284465 ,3067 ,9027 ,9645965 ,389 ,479 ,2014080 ,330 ,554 ,144479 ,17 ,108 ,214710 ,2108 ,4441 ,2311818 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　膵疾患,63736 ,96015 ,63736 ,1677353 ,124993948 ,62307 ,96381 ,11201410 ,37351 ,55652 ,9909933 ,2773 ,3844 ,7191487 ,39796 ,327336 ,37308607 ,11722 ,27709 ,21404602 ,48313 ,1144148 ,21756551 ,5381 ,12680 ,9319390 ,180 ,1213 ,216673 ,404 ,658 ,220650 ,1585 ,5238 ,4476575 ,165 ,205 ,848998 ,285 ,491 ,92972 ,7 ,47 ,95250 ,797 ,1739 ,917666 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　その他の消化器系の疾患,2070005 ,3024820 ,2070005 ,41000622 ,3102301777 ,1956798 ,2867529 ,376998337 ,1076888 ,1505646 ,266180798 ,54520 ,95033 ,190767135 ,732962 ,4459102 ,666402172 ,183677 ,477145 ,194302035 ,1683709 ,30674564 ,527629152 ,118407 ,251374 ,465002244 ,10500 ,64152 ,11828991 ,35244 ,52570 ,19054752 ,135717 ,337516 ,133943793 ,30646 ,30070 ,139593974 ,12790 ,24022 ,7121379 ,490 ,4884 ,10836360 ,67101 ,156663 ,91188880 ,229 ,229 ,654024 ,・,・,・,・,・,・
,ⅩⅡ　皮膚及び皮下組織の疾患,6076377 ,8441031 ,6076377 ,56215791 ,4365719186 ,5811959 ,8058809 ,1393231253 ,2235848 ,2847206 ,400502558 ,68187 ,137325 ,223004581 ,745172 ,3619676 ,415877246 ,89927 ,224697 ,75418618 ,5442799 ,38207036 ,949837634 ,217924 ,461970 ,320938435 ,18227 ,111647 ,19127797 ,15473 ,25776 ,11086835 ,1314992 ,2356240 ,411021416 ,66847 ,68780 ,96688454 ,19357 ,40095 ,7757488 ,996 ,11571 ,18112274 ,21625 ,44760 ,21940396 ,15 ,15 ,42840 ,・,・,・,・,・,・
,　　皮膚及び皮下組織の感染症,353989 ,606199 ,353989 ,3456437 ,332766820 ,337281 ,579257 ,100349685 ,117752 ,160880 ,23673538 ,5421 ,11432 ,19247007 ,64207 ,377223 ,38454741 ,17805 ,43543 ,12640683 ,308142 ,1986333 ,56662317 ,18341 ,46042 ,27689564 ,1730 ,10368 ,1776785 ,853 ,1420 ,609262 ,109072 ,212707 ,31811074 ,18326 ,18745 ,16273151 ,1855 ,3654 ,769732 ,38 ,413 ,628120 ,2123 ,4412 ,2136423 ,-,-,-,・,・,・,・,・,・
,　　皮膚炎及び湿疹,3445589 ,4618939 ,3445589 ,31074148 ,2251994502 ,3280333 ,4377995 ,793242068 ,1304225 ,1658472 ,232375929 ,30125 ,59437 ,94760411 ,413482 ,1815032 ,217668738 ,35748 ,89817 ,29321740 ,3161613 ,21493494 ,527026959 ,106050 ,237426 ,118878565 ,9079 ,55218 ,9194705 ,8300 ,14052 ,6078767 ,696782 ,1222390 ,190779722 ,8886 ,8628 ,17059770 ,10624 ,23585 ,4223119 ,261 ,2783 ,4582778 ,7513 ,15695 ,6342168 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　その他の皮膚及び皮下組織の疾患,2276799 ,3215893 ,2276799 ,21685206 ,1780957864 ,2194345 ,3101557 ,499639500 ,813871 ,1027854 ,144453091 ,32641 ,66456 ,108997163 ,267483 ,1427421 ,159753767 ,36374 ,91337 ,33456195 ,1973044 ,14727209 ,366148358 ,93533 ,178502 ,174370306 ,7418 ,46061 ,8156307 ,6320 ,10304 ,4398806 ,509138 ,921143 ,188430620 ,39635 ,41407 ,63355533 ,6878 ,12856 ,2764637 ,697 ,8375 ,12901376 ,11989 ,24653 ,13461805 ,13 ,13 ,37128 ,・,・,・,・,・,・
,ⅩⅢ　筋骨格系及び結合組織の疾患,7417413 ,17432659 ,7417413 ,123860329 ,9237410492 ,7330213 ,17321143 ,1866914941 ,2894622 ,3834846 ,454309581 ,119213 ,193633 ,422693000 ,1254594 ,8872000 ,871384393 ,2016937 ,5763587 ,1321776780 ,5834492 ,71777258 ,1483379447 ,1647839 ,4313442 ,1390032556 ,738675 ,3782354 ,614590374 ,31361 ,47143 ,17607678 ,1783299 ,6893704 ,515263172 ,65984 ,34406 ,72054125 ,536331 ,998161 ,191872058 ,309 ,2877 ,5166055 ,12007 ,25523 ,9687530 ,15 ,19 ,54264 ,・,・,・,・,・,・
,　　炎症性多発性関節障害,627567 ,1043034 ,627567 ,13101473 ,1201310218 ,620374 ,1039336 ,128660929 ,251152 ,330850 ,41256995 ,25223 ,32963 ,126020233 ,274500 ,2534176 ,219871457 ,153552 ,463926 ,80313155 ,553619 ,8131947 ,153943163 ,100982 ,219443 ,404717500 ,18609 ,94939 ,15583979 ,1666 ,2427 ,918321 ,73806 ,222070 ,22280892 ,1967 ,1127 ,2644956 ,13405 ,25543 ,3765846 ,10 ,109 ,204132 ,1206 ,2579 ,1037623 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　関節症,1439487 ,3683069 ,1439487 ,22116106 ,1693235499 ,1426056 ,3663322 ,371009850 ,520945 ,682630 ,69257505 ,13721 ,23673 ,40566375 ,157172 ,1018065 ,101276401 ,385254 ,1159271 ,206828601 ,1093635 ,11263795 ,255521641 ,649742 ,1697478 ,358213138 ,181192 ,940536 ,153402209 ,2316 ,3616 ,1435888 ,373222 ,1475613 ,97812263 ,11300 ,6488 ,9996731 ,92665 ,178748 ,26314198 ,27 ,327 ,566848 ,1187 ,2506 ,982787 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　脊椎障害（脊椎症を含む）,1565023 ,4502741 ,1565023 ,26903779 ,1935829467 ,1550121 ,4490064 ,436618397 ,576655 ,757485 ,79891014 ,19102 ,32634 ,54420353 ,191973 ,1167321 ,122105331 ,439816 ,1303096 ,368246470 ,1227977 ,14755317 ,320436136 ,279054 ,834900 ,183307846 ,189104 ,1022252 ,161665515 ,2781 ,4052 ,1542524 ,487194 ,2182798 ,124685074 ,13665 ,3093 ,7016944 ,182185 ,346244 ,73180729 ,55 ,461 ,973490 ,1907 ,4028 ,1618964 ,5 ,6 ,17136 ,・,・,・,・,・,・
,　　椎間板障害,555633 ,1474866 ,555633 ,7270822 ,643811639 ,552086 ,1469428 ,160670348 ,190126 ,236283 ,23633490 ,2050 ,2667 ,5809206 ,38718 ,242230 ,24175965 ,208725 ,581008 ,185536180 ,401224 ,3347117 ,80941943 ,66137 ,190936 ,31337807 ,86754 ,386558 ,62633900 ,590 ,923 ,330260 ,197478 ,701780 ,37047963 ,4540 ,667 ,1477184 ,63538 ,110341 ,29782623 ,5 ,47 ,74030 ,389 ,833 ,335806 ,-,-,-,・,・,・,・,・,・
,　　頚腕症候群,190559 ,390439 ,190559 ,3352139 ,170893343 ,189318 ,388902 ,45528140 ,96326 ,133729 ,17807371 ,1685 ,2746 ,4424870 ,22529 ,121504 ,11724715 ,30724 ,83851 ,21894363 ,156889 ,2319215 ,38789683 ,20700 ,56983 ,7665938 ,10961 ,51684 ,8121815 ,2858 ,4075 ,1333300 ,43726 ,159750 ,7998391 ,1266 ,202 ,380175 ,16442 ,29155 ,5104146 ,-,-,-,162 ,342 ,120098 ,-,-,-,・,・,・,・,・,・
,　　腰痛症及び坐骨神経痛,691198 ,1327917 ,691198 ,13209529 ,724171799 ,679996 ,1311201 ,160577734 ,356491 ,495658 ,65754995 ,12784 ,22785 ,36868292 ,101542 ,577963 ,56839549 ,143000 ,364994 ,85026336 ,595354 ,9542511 ,167596932 ,73622 ,203479 ,53744684 ,22186 ,106443 ,16980350 ,9466 ,14551 ,5542818 ,139939 ,477071 ,53110056 ,4869 ,1367 ,4353703 ,49655 ,86844 ,15635691 ,44 ,319 ,753533 ,2058 ,4317 ,1329075 ,-,-,-,・,・,・,・,・,・
,　　その他の脊柱障害,214163 ,507190 ,214163 ,2976228 ,255713795 ,212355 ,505943 ,57151117 ,67892 ,87021 ,9145483 ,2021 ,2712 ,6965701 ,26501 ,170771 ,18272753 ,87681 ,248723 ,66885154 ,147126 ,1507935 ,33717585 ,29256 ,83476 ,19094657 ,26839 ,126493 ,20979285 ,481 ,719 ,278845 ,55563 ,206671 ,13570235 ,1777 ,637 ,976896 ,19049 ,34415 ,8295634 ,6 ,68 ,111220 ,301 ,628 ,243476 ,-,-,-,・,・,・,・,・,・
,　　肩の傷害〈損傷〉,464745 ,1282965 ,464745 ,7465009 ,534892476 ,460353 ,1269359 ,129656912 ,181508 ,243643 ,27239182 ,3787 ,5774 ,9988582 ,47002 ,263401 ,26320562 ,120780 ,336635 ,63668984 ,359638 ,3930044 ,83485676 ,149656 ,376900 ,71601560 ,89718 ,472456 ,77259704 ,1902 ,2881 ,1043455 ,117998 ,487555 ,30950429 ,3279 ,708 ,1683297 ,39209 ,74805 ,11470535 ,10 ,111 ,224540 ,343 ,730 ,294961 ,-,-,-,・,・,・,・,・,・
,　　骨の密度及び構造の障害,582634 ,1156183 ,582634 ,11328801 ,733393560 ,570873 ,1141328 ,114184377 ,245151 ,331421 ,43457229 ,19471 ,31864 ,59536130 ,160270 ,801507 ,92260752 ,92134 ,269178 ,57115563 ,508371 ,7866961 ,148258316 ,129768 ,331030 ,133683453 ,28994 ,155172 ,24651884 ,1355 ,2040 ,778051 ,84437 ,343449 ,45269231 ,2804 ,1327 ,4489541 ,24197 ,48929 ,7090870 ,87 ,913 ,1466200 ,1689 ,3663 ,1092730 ,-,-,-,・,・,・,・,・,・
,　　その他の筋骨格系及び結合組織の疾患,1086404 ,2064255 ,1086404 ,16136443 ,1344158696 ,1068681 ,2042260 ,262857137 ,408376 ,536126 ,76866317 ,19369 ,35815 ,78093258 ,234387 ,1975062 ,198536908 ,355271 ,952905 ,186261974 ,790659 ,9112416 ,200688372 ,148922 ,318817 ,126665973 ,84318 ,425821 ,73311733 ,7946 ,11859 ,4404216 ,209936 ,636947 ,82538638 ,20517 ,18790 ,39034698 ,35986 ,63137 ,11231786 ,65 ,522 ,792062 ,2765 ,5897 ,2632010 ,7 ,10 ,28560 ,・,・,・,・,・,・
,ⅩⅣ　腎尿路生殖器系の疾患,2737290 ,5575167 ,2737290 ,55685933 ,8986426343 ,2672711 ,5530512 ,640968988 ,983661 ,1461019 ,469861910 ,89783 ,124807 ,333761851 ,1838003 ,8968958 ,1035200807 ,363155 ,677973 ,270075096 ,1966338 ,35515044 ,762370945 ,256771 ,432695 ,352126965 ,7317 ,55588 ,10225243 ,13740 ,19994 ,6856232 ,429561 ,2373866 ,4793176578 ,27869 ,26866 ,189777451 ,8718 ,12410 ,3788269 ,355 ,3358 ,6906864 ,225850 ,482627 ,101069006 ,27 ,31 ,88536 ,・,・,・,・,・,・
,　　糸球体疾患及び腎尿細管間質性疾患,149138 ,227064 ,149138 ,3133073 ,288437144 ,145323 ,225264 ,28777182 ,53825 ,74552 ,14889645 ,5201 ,7727 ,20309411 ,125913 ,918991 ,83765148 ,20193 ,52726 ,22709176 ,103476 ,1794992 ,39576218 ,13588 ,23551 ,29223956 ,349 ,2144 ,421331 ,706 ,1053 ,377680 ,7237 ,22477 ,34940887 ,1758 ,1960 ,10626637 ,366 ,495 ,152376 ,23 ,146 ,296500 ,3388 ,6971 ,1736118 ,3 ,5 ,14280 ,・,・,・,・,・,・
,　　腎不全,250357 ,1998223 ,250357 ,14552501 ,5997703475 ,245343 ,1993424 ,154227479 ,192080 ,443703 ,347468799 ,30872 ,39288 ,166288392 ,155152 ,1052991 ,109086098 ,131683 ,93363 ,39387447 ,220292 ,8855943 ,224147896 ,84066 ,55452 ,145813546 ,2528 ,24507 ,4321693 ,611 ,924 ,331106 ,154883 ,1979430 ,4682340577 ,9120 ,7848 ,113191617 ,1900 ,1561 ,428565 ,46 ,168 ,205550 ,1830 ,3866 ,1367727 ,1 ,2 ,5712 ,・,・,・,・,・,・
,　　尿路結石症,122960 ,164198 ,122960 ,1978290 ,218693569 ,121926 ,167639 ,27596066 ,42938 ,56885 ,7819122 ,1986 ,2451 ,5938675 ,97550 ,538550 ,60048312 ,61952 ,173870 ,59717461 ,80765 ,1004581 ,18762411 ,11267 ,14379 ,7780737 ,240 ,1674 ,320764 ,215 ,352 ,144525 ,8017 ,5406 ,3614688 ,2918 ,2561 ,24506178 ,340 ,441 ,191927 ,9 ,103 ,178390 ,4609 ,9393 ,2059856 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　その他の腎尿路系の疾患,680208 ,995053 ,680208 ,12883315 ,863129939 ,662042 ,974594 ,140341382 ,276072 ,385277 ,54293707 ,36663 ,56027 ,97373768 ,506419 ,2492843 ,217725172 ,40785 ,105233 ,43008874 ,579642 ,8632066 ,173477264 ,38687 ,79551 ,74382454 ,2780 ,18163 ,3417453 ,4187 ,6910 ,2827691 ,40203 ,83935 ,35312572 ,1906 ,1927 ,8666701 ,3224 ,6051 ,1359750 ,96 ,1004 ,2344520 ,19329 ,39688 ,8216744 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　前立腺肥大（症）,456950 ,571628 ,456950 ,10197894 ,488559093 ,453395 ,583421 ,65129612 ,155437 ,193814 ,22917680 ,10103 ,13460 ,25467318 ,327751 ,1562360 ,144333527 ,23496 ,62451 ,30611011 ,412938 ,7701943 ,142621724 ,11650 ,20396 ,34620813 ,790 ,5442 ,1053196 ,1014 ,1420 ,512620 ,16309 ,28371 ,9351651 ,861 ,876 ,4195540 ,1028 ,1593 ,589815 ,84 ,866 ,2089540 ,10582 ,21457 ,5014850 ,7 ,7 ,19992 ,・,・,・,・,・,・
,　　その他の男性生殖器の疾患,104880 ,135760 ,104880 ,1275447 ,91750250 ,102704 ,134986 ,24023814 ,26630 ,33248 ,4597778 ,930 ,1222 ,2886846 ,71196 ,317059 ,28868826 ,3829 ,10100 ,4481056 ,66053 ,756247 ,16192241 ,3158 ,5194 ,5338199 ,100 ,712 ,140860 ,203 ,282 ,98235 ,10409 ,12520 ,3189008 ,318 ,338 ,672166 ,140 ,164 ,99669 ,15 ,161 ,390570 ,1579 ,3207 ,765510 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　月経障害及び閉経周辺期障害,276599 ,410688 ,276599 ,4623846 ,221708562 ,273937 ,409831 ,56779271 ,87476 ,99455 ,5611720 ,473 ,515 ,1670099 ,80368 ,339000 ,58368238 ,2956 ,7166 ,3491513 ,208625 ,3546985 ,68189463 ,38869 ,121447 ,10990113 ,186 ,1013 ,175265 ,5400 ,7175 ,1970840 ,30265 ,40294 ,4677307 ,605 ,617 ,947184 ,414 ,728 ,135508 ,10 ,104 ,165000 ,22663 ,49495 ,8536756 ,-,-,-,・,・,・,・,・,・
,　　乳房及びその他の女性生殖器の疾患,696198 ,1072553 ,696198 ,7041567 ,816444311 ,668041 ,1041353 ,144094182 ,149203 ,174085 ,12263459 ,3555 ,4117 ,13827342 ,473654 ,1747164 ,333005486 ,78261 ,173064 ,66668558 ,294547 ,3222287 ,79403728 ,55486 ,112725 ,43977147 ,344 ,1933 ,374681 ,1404 ,1878 ,593535 ,162238 ,201433 ,19749888 ,10383 ,10739 ,26971428 ,1306 ,1377 ,830659 ,72 ,806 ,1236794 ,161870 ,348550 ,73371445 ,11 ,12 ,34272 ,・,・,・,・,・,・
,ⅩⅤ　妊娠，分娩及び産じょく,220506 ,383833 ,220506 ,2197171 ,215729215 ,162450 ,270445 ,35843549 ,66686 ,81722 ,4894121 ,2395 ,2375 ,4359720 ,167148 ,571343 ,127103453 ,7466 ,16047 ,3291197 ,108810 ,1146837 ,20447525 ,15744 ,30032 ,4318420 ,22 ,73 ,15680 ,296 ,404 ,131635 ,34704 ,49400 ,2802865 ,3275 ,3407 ,5510079 ,1433 ,1429 ,394735 ,3 ,25 ,36200 ,11644 ,23594 ,6579770 ,-,-,-,・,・,・,・,・,・
,　　流　　産,24972 ,48932 ,24972 ,238263 ,36605820 ,24452 ,48057 ,6586837 ,5296 ,6402 ,452724 ,60 ,60 ,159042 ,21099 ,108946 ,20019839 ,1015 ,2231 ,626403 ,7664 ,54343 ,1059442 ,1588 ,2168 ,417393 ,2 ,5 ,1150 ,21 ,26 ,7970 ,3511 ,5075 ,309853 ,1604 ,1603 ,3302251 ,1040 ,1037 ,281192 ,-,-,-,4069 ,8308 ,3381710 ,-,-,-,・,・,・,・,・,・
,　　妊娠高血圧症候群,3597 ,5994 ,3597 ,38227 ,2207117 ,2054 ,3033 ,348629 ,1129 ,1417 ,98649 ,41 ,40 ,78925 ,2185 ,11407 ,1163599 ,122 ,266 ,57594 ,1939 ,21370 ,381172 ,128 ,256 ,29256 ,-,-,-,5 ,5 ,1720 ,242 ,332 ,20000 ,6 ,6 ,6331 ,-,-,-,-,-,-,46 ,95 ,21242 ,-,-,-,・,・,・,・,・,・
,　　その他の妊娠，分娩及び産じょく,191937 ,328907 ,191937 ,1920681 ,176916278 ,135944 ,219355 ,28908083 ,60261 ,73903 ,4342748 ,2294 ,2275 ,4121753 ,143864 ,450990 ,105920015 ,6329 ,13550 ,2607200 ,99207 ,1071124 ,19006911 ,14028 ,27608 ,3871771 ,20 ,68 ,14530 ,270 ,373 ,121945 ,30951 ,43993 ,2473012 ,1665 ,1798 ,2201497 ,393 ,392 ,113543 ,3 ,25 ,36200 ,7529 ,15191 ,3176818 ,-,-,-,・,・,・,・,・,・
