平成２９年　社会医療診療行為別統計　平成２９年６月審査分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
報告書Ⅰ　医科診療　第　７表　医科診療　件数・診療実日数・実施件数・回数・点数，入院－入院外、傷病（中分類）、診療行為（大分類）別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：１）「件数」は、明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：２）「実施件数」は、当該診療行為が実施された明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：３）「回数」は、当該診療行為が実施された延べ算定回数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：４）総数には、「療養担当手当等」、「合算薬剤料」、「補正点数」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：５）総数には、入院時食事療養等を含まない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：６）総数には、「ⅩⅩ　傷病及び死亡の外因」、「ⅩⅩⅠ　健康状態に影響を及ぼす要因及び保健サービスの利用」、「ⅩⅩⅡ　特殊目的用コード」、「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,件数,診療実日数,総数,,,初   ・  再 診,,,医 学 管 理 等,,,在　宅　医　療,,,検　　　　　査,,,画　像　診　断,,,投　　　　　薬,,,注　　　　　射,,,リハビリテーション,,,精神科専門療法,,,処　　　　　置,,,手　　　　　術,,,麻　　　　　酔,,,放 射 線 治 療,,,病  理  診  断,,,入  院  料  等,,,診断群分類による包括評価等,,,入院時食事療養等(別掲),,
,　　アレルギ－性鼻炎,2400063 ,3240313 ,2400063 ,28534546 ,1574557510 ,2356443 ,3176088 ,501545226 ,658857 ,869778 ,125568836 ,27072 ,31783 ,60808597 ,465120 ,1775287 ,278123111 ,92334 ,195809 ,37228097 ,2220722 ,17938483 ,373052129 ,50905 ,100855 ,42412973 ,3960 ,22213 ,4161478 ,13780 ,20231 ,7395068 ,1217068 ,4385158 ,125568315 ,8250 ,9725 ,15739749 ,2991 ,5769 ,1256938 ,30 ,203 ,449050 ,1465 ,3095 ,1231078 ,5 ,6 ,17136 ,・,・,・,・,・,・
,　　慢性副鼻腔炎,598702 ,1015801 ,598702 ,7459692 ,482756502 ,590467 ,1007943 ,138961890 ,106187 ,138999 ,16830461 ,4571 ,4907 ,10273790 ,151213 ,457658 ,94896735 ,83842 ,180217 ,47353214 ,522060 ,3150378 ,82556752 ,7998 ,15460 ,13393347 ,573 ,3249 ,724144 ,685 ,930 ,334637 ,479315 ,2492879 ,64845083 ,3516 ,4467 ,10807259 ,437 ,650 ,580361 ,13 ,135 ,221300 ,867 ,1802 ,971705 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　急性又は慢性と明示されない気管支炎,207654 ,302328 ,207654 ,3336547 ,191349182 ,204238 ,293866 ,56152300 ,98968 ,146608 ,16374102 ,3376 ,6872 ,11768377 ,51970 ,311249 ,29052034 ,25855 ,57388 ,10741636 ,200855 ,2425906 ,44778040 ,17906 ,33398 ,13759262 ,444 ,3158 ,527079 ,1087 ,1846 ,719379 ,14909 ,53666 ,6288689 ,238 ,177 ,404447 ,659 ,1443 ,249254 ,11 ,105 ,233080 ,397 ,863 ,301489 ,-,-,-,・,・,・,・,・,・
,　　慢性閉塞性肺疾患,288032 ,446792 ,288032 ,6346046 ,555150566 ,275016 ,420167 ,49678869 ,193466 ,283003 ,48929300 ,30420 ,56710 ,197334256 ,95031 ,653789 ,68599132 ,54019 ,132402 ,40874072 ,257874 ,4652869 ,94583558 ,19628 ,49868 ,30970413 ,2488 ,15872 ,2845224 ,1905 ,3327 ,1526949 ,16286 ,69887 ,15085842 ,586 ,588 ,2062496 ,1839 ,3502 ,672527 ,21 ,164 ,472830 ,1801 ,3890 ,1506495 ,3 ,3 ,8568 ,・,・,・,・,・,・
,　　喘　　息,1926018 ,2916135 ,1926018 ,25308981 ,1866426205 ,1800501 ,2670564 ,431602393 ,1302375 ,1982848 ,409148662 ,25353 ,40863 ,98625793 ,449093 ,2516334 ,275465083 ,156753 ,352274 ,64593123 ,1741692 ,16839743 ,453088965 ,102954 ,201158 ,78766383 ,3987 ,24382 ,4684038 ,4898 ,7743 ,2978045 ,267864 ,657016 ,39190280 ,1885 ,2044 ,3996506 ,3500 ,6922 ,1411352 ,19 ,164 ,422420 ,3191 ,6825 ,2454035 ,-,-,-,・,・,・,・,・,・
,　　その他の呼吸器系の疾患,577081 ,875707 ,577081 ,8113285 ,1064673502 ,555755 ,839420 ,148690359 ,197760 ,271743 ,44355975 ,35210 ,65005 ,250714630 ,377066 ,1894749 ,225137984 ,104431 ,274221 ,81697849 ,461008 ,4123784 ,133973899 ,40362 ,71099 ,112837753 ,3264 ,16252 ,3361598 ,1654 ,2621 ,1048889 ,113560 ,542173 ,45280202 ,2356 ,2979 ,11604349 ,1144 ,1847 ,920914 ,95 ,804 ,1899080 ,2944 ,6531 ,3129679 ,6 ,7 ,19992 ,・,・,・,・,・,・
,ⅩⅠ　消化器系の疾患,5159416 ,7773445 ,5159416 ,105868622 ,7386165847 ,4965799 ,7508546 ,964066670 ,3114310 ,4472120 ,791262997 ,128773 ,227305 ,402771851 ,1975492 ,12786554 ,1812657419 ,431023 ,1097342 ,450290315 ,4336052 ,77258390 ,1283235141 ,367321 ,835267 ,781919614 ,31416 ,195239 ,34329672 ,104663 ,160507 ,57669299 ,262733 ,840547 ,337513985 ,51682 ,50677 ,234022821 ,40770 ,79152 ,18848322 ,765 ,7389 ,18156064 ,154772 ,348748 ,197564102 ,645 ,650 ,1856400 ,・,・,・,・,・,・
,　　う　蝕,261 ,410 ,261 ,3557 ,522944 ,238 ,368 ,76759 ,140 ,191 ,43018 ,14 ,24 ,41931 ,76 ,627 ,67238 ,34 ,76 ,29180 ,164 ,2142 ,39799 ,11 ,16 ,32948 ,8 ,28 ,6060 ,4 ,8 ,2560 ,12 ,71 ,177266 ,1 ,3 ,5190 ,1 ,1 ,695 ,-,-,-,1 ,2 ,300 ,-,-,-,・,・,・,・,・,・
,　　歯肉炎及び歯周疾患,3978 ,6523 ,3978 ,73043 ,5825580 ,3829 ,6156 ,1061857 ,1944 ,3015 ,495077 ,130 ,320 ,725536 ,807 ,5464 ,516937 ,217 ,471 ,231703 ,3291 ,55363 ,947015 ,359 ,891 ,745568 ,16 ,59 ,11152 ,44 ,67 ,25445 ,270 ,1132 ,997914 ,15 ,14 ,17096 ,26 ,60 ,11262 ,2 ,11 ,22820 ,10 ,20 ,16198 ,-,-,-,・,・,・,・,・,・
,　　その他の歯及び歯の支持組織の障害,8493 ,12393 ,8493 ,80923 ,8863976 ,8268 ,12114 ,2284438 ,2971 ,3794 ,596502 ,149 ,262 ,809124 ,1323 ,7104 ,876746 ,1531 ,3588 ,1610992 ,5276 ,47373 ,1005429 ,427 ,912 ,404947 ,107 ,548 ,102209 ,148 ,235 ,91076 ,1269 ,4675 ,914782 ,76 ,101 ,106812 ,99 ,180 ,43331 ,-,-,-,19 ,37 ,17588 ,-,-,-,・,・,・,・,・,・
,　　胃潰瘍及び十二指腸潰瘍,540336 ,819217 ,540336 ,12188554 ,745899730 ,527163 ,804493 ,99572563 ,374567 ,546728 ,95033505 ,11869 ,21567 ,37416705 ,184715 ,1179207 ,180024642 ,39137 ,98450 ,36155445 ,487538 ,9261376 ,146496935 ,41998 ,96530 ,53717094 ,3457 ,21836 ,3901935 ,12204 ,18773 ,6835093 ,20081 ,85396 ,52035286 ,2220 ,2135 ,8769406 ,4674 ,8976 ,1731557 ,57 ,518 ,976318 ,20209 ,42517 ,23215788 ,6 ,6 ,17136 ,・,・,・,・,・,・
,　　胃炎及び十二指腸炎,1678239 ,2620195 ,1678239 ,34247044 ,2032861395 ,1638213 ,2566762 ,337956006 ,1130749 ,1678244 ,286096171 ,26145 ,47959 ,69793192 ,537559 ,3055681 ,510228360 ,106078 ,265347 ,77582286 ,1476718 ,25649500 ,394778949 ,142562 ,320824 ,93898211 ,13718 ,83504 ,13994184 ,43596 ,65746 ,23260339 ,85685 ,348548 ,108784872 ,10766 ,9897 ,45238188 ,19476 ,38800 ,7216022 ,76 ,686 ,1658880 ,53400 ,115446 ,62235409 ,48 ,49 ,139944 ,・,・,・,・,・,・
,　　アルコ－ル性肝疾患,28888 ,43211 ,28888 ,682061 ,43689191 ,28354 ,43062 ,5074211 ,18719 ,26256 ,4641649 ,1050 ,2042 ,2936048 ,15855 ,129937 ,14324986 ,2839 ,6936 ,4483787 ,23192 ,461429 ,8040691 ,2584 ,7853 ,1581926 ,75 ,515 ,87373 ,423 ,695 ,268114 ,670 ,2329 ,1264901 ,139 ,173 ,445913 ,105 ,200 ,96360 ,2 ,21 ,96400 ,281 ,609 ,343955 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　慢性肝炎（アルコール性のものを除く）,95545 ,173689 ,95545 ,2735017 ,132967636 ,93779 ,170942 ,20229396 ,76165 ,121194 ,21647960 ,2685 ,4995 ,7281710 ,41728 ,316363 ,32494726 ,5461 ,13175 ,5034671 ,83393 ,2021641 ,30376803 ,16877 ,64698 ,10270918 ,337 ,2192 ,350687 ,1365 ,2740 ,1104610 ,3277 ,13600 ,2679230 ,233 ,181 ,527752 ,846 ,2039 ,333721 ,3 ,29 ,53840 ,568 ,1226 ,581598 ,-,-,-,・,・,・,・,・,・
,　　肝硬変（アルコール性のものを除く）,40681 ,67005 ,40681 ,1109563 ,88185677 ,39281 ,65582 ,6823109 ,26179 ,36712 ,7234878 ,2170 ,4795 ,7586090 ,27219 ,257152 ,29912580 ,4543 ,11124 ,7537986 ,33961 ,711442 ,18577415 ,4210 ,16220 ,5811695 ,126 ,878 ,156252 ,287 ,539 ,183450 ,962 ,3586 ,2941578 ,204 ,266 ,760529 ,165 ,300 ,78478 ,7 ,56 ,91570 ,436 ,907 ,484341 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　その他の肝疾患,445567 ,658417 ,445567 ,10077683 ,658747793 ,435006 ,641456 ,78999710 ,287029 ,404806 ,74894414 ,15870 ,26935 ,42125303 ,295925 ,2270331 ,232563141 ,38433 ,93031 ,41158060 ,356498 ,6483929 ,114182061 ,28955 ,71252 ,46648740 ,1930 ,11698 ,2044034 ,9192 ,16658 ,6049222 ,12954 ,42985 ,10960537 ,1020 ,985 ,3571484 ,2059 ,4259 ,952826 ,48 ,289 ,774730 ,4192 ,9049 ,3809195 ,5 ,5 ,14280 ,・,・,・,・,・,・
,　　胆石症及び胆のう炎,108630 ,161936 ,108630 ,2314131 ,206722084 ,105456 ,161345 ,18931730 ,54241 ,76183 ,13895341 ,3560 ,5907 ,11585255 ,66839 ,500189 ,68028871 ,23361 ,65824 ,38462550 ,75775 ,1473990 ,25841952 ,7453 ,12850 ,14184307 ,395 ,2466 ,466507 ,450 ,688 ,269177 ,3071 ,8948 ,9890549 ,451 ,507 ,2197743 ,345 ,577 ,161604 ,15 ,122 ,341720 ,2119 ,4524 ,2453305 ,4 ,4 ,11424 ,・,・,・,・,・,・
,　　膵疾患,68141 ,100344 ,68141 ,1722883 ,138718426 ,66517 ,100624 ,11519910 ,39466 ,57305 ,10535210 ,3110 ,4374 ,8936847 ,42966 ,351460 ,41006459 ,13536 ,31431 ,24957160 ,50036 ,1156670 ,22420164 ,5218 ,10759 ,11659089 ,198 ,1520 ,264242 ,427 ,703 ,257930 ,1577 ,5189 ,4592569 ,219 ,243 ,1128753 ,280 ,465 ,104529 ,11 ,108 ,222032 ,929 ,2023 ,1107771 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　その他の消化器系の疾患,2140657 ,3110105 ,2140657 ,40634163 ,3323161415 ,2019695 ,2935642 ,381536981 ,1102140 ,1517692 ,276149272 ,62021 ,108125 ,213534110 ,760480 ,4713039 ,702612733 ,195853 ,507889 ,213046495 ,1740210 ,29933535 ,520527928 ,116667 ,232462 ,542964171 ,11049 ,69995 ,12945037 ,36523 ,53655 ,19322283 ,132905 ,324088 ,142274501 ,36338 ,36172 ,171253955 ,12694 ,23295 ,8117937 ,544 ,5549 ,13917754 ,72608 ,172388 ,103298654 ,577 ,581 ,1659336 ,・,・,・,・,・,・
,ⅩⅡ　皮膚及び皮下組織の疾患,6564426 ,9120985 ,6564426 ,58220080 ,4796385180 ,6272264 ,8674569 ,1480456431 ,2381401 ,3022968 ,438513813 ,76114 ,158386 ,251872188 ,802924 ,3876064 ,449917190 ,100118 ,254646 ,86772993 ,5868731 ,38922627 ,993101801 ,212506 ,444512 ,429582350 ,19574 ,122898 ,21453424 ,16422 ,27629 ,11750008 ,1403528 ,2528372 ,460380138 ,75414 ,77859 ,111247001 ,19129 ,39732 ,7953927 ,1259 ,15028 ,25350440 ,26355 ,54602 ,27949517 ,27 ,29 ,82824 ,・,・,・,・,・,・
,　　皮膚及び皮下組織の感染症,379041 ,642901 ,379041 ,3578959 ,365451746 ,362026 ,615202 ,105260591 ,120464 ,164052 ,24491237 ,6366 ,13451 ,22128762 ,70679 ,414349 ,42934844 ,19215 ,47459 ,14343644 ,330837 ,2015950 ,58815371 ,18344 ,44012 ,35976070 ,1928 ,11409 ,2067769 ,983 ,1745 ,724502 ,114951 ,221153 ,35891554 ,20108 ,20642 ,18516614 ,1803 ,3498 ,813379 ,32 ,331 ,599060 ,2740 ,5688 ,2879676 ,2 ,3 ,8568 ,・,・,・,・,・,・
,　　皮膚炎及び湿疹,3585518 ,4809280 ,3585518 ,31194656 ,2352148208 ,3410756 ,4541924 ,813213546 ,1351700 ,1715081 ,246425261 ,31639 ,64463 ,98086809 ,424881 ,1859177 ,225032188 ,38558 ,99530 ,32753780 ,3292223 ,21317598 ,531555466 ,99028 ,219430 ,151772365 ,9171 ,57850 ,9770647 ,8228 ,13984 ,5976797 ,706383 ,1252118 ,199964378 ,9913 ,9793 ,19925049 ,10196 ,22670 ,4106820 ,298 ,3336 ,5963157 ,8431 ,17605 ,7575603 ,8 ,9 ,25704 ,・,・,・,・,・,・
,　　その他の皮膚及び皮下組織の疾患,2599867 ,3668804 ,2599867 ,23446465 ,2078785226 ,2499482 ,3517443 ,561982294 ,909237 ,1143835 ,167597315 ,38109 ,80472 ,131656617 ,307364 ,1602538 ,181950158 ,42345 ,107657 ,39675569 ,2245671 ,15589079 ,402730964 ,95134 ,181070 ,241833915 ,8475 ,53639 ,9615008 ,7211 ,11900 ,5048709 ,582194 ,1055101 ,224524206 ,45393 ,47424 ,72805338 ,7130 ,13564 ,3033728 ,929 ,11361 ,18788223 ,15184 ,31309 ,17494238 ,17 ,17 ,48552 ,・,・,・,・,・,・
,ⅩⅢ　筋骨格系及び結合組織の疾患,7942609 ,18466103 ,7942609 ,128332968 ,10049454845 ,7846384 ,18342418 ,1981957287 ,2991279 ,3908145 ,472548303 ,139856 ,232433 ,473232249 ,1377466 ,9831298 ,985342905 ,2218382 ,6406511 ,1490310736 ,6237020 ,72704536 ,1490063847 ,1701502 ,4312071 ,1537722214 ,856229 ,4504281 ,764126635 ,33043 ,49840 ,18829949 ,1813455 ,6958944 ,541194586 ,64888 ,36778 ,77959507 ,549375 ,1015085 ,199694672 ,294 ,2749 ,5340363 ,12901 ,27664 ,11024380 ,29 ,37 ,105672 ,・,・,・,・,・,・
,　　炎症性多発性関節障害,660761 ,1093244 ,660761 ,13281075 ,1310863147 ,652759 ,1088613 ,134173697 ,254031 ,330454 ,42520998 ,30207 ,39912 ,148189673 ,294700 ,2746592 ,239867426 ,163898 ,503487 ,89567406 ,582237 ,7985429 ,152730508 ,105029 ,217822 ,452733902 ,20771 ,110049 ,18468887 ,1723 ,2542 ,931400 ,74267 ,225194 ,23342686 ,2049 ,1211 ,2888451 ,14159 ,26828 ,4064686 ,17 ,103 ,167900 ,1304 ,2824 ,1215050 ,-,-,-,・,・,・,・,・,・
,　　関節症,1564046 ,3947817 ,1564046 ,23593680 ,1851174637 ,1548704 ,3924618 ,398755953 ,553392 ,717345 ,75071665 ,16614 ,29526 ,46255376 ,179447 ,1180065 ,120374754 ,426614 ,1296941 ,238394593 ,1195128 ,11892416 ,264155670 ,673019 ,1731418 ,373237718 ,209468 ,1127493 ,191939887 ,2554 ,4067 ,1716182 ,382439 ,1500161 ,101971660 ,11146 ,7007 ,11033466 ,93551 ,179263 ,26446790 ,32 ,323 ,587334 ,1403 ,2993 ,1219036 ,5 ,5 ,14280 ,・,・,・,・,・,・
,　　脊椎障害（脊椎症を含む）,1647838 ,4684617 ,1647838 ,27467251 ,2060837053 ,1632034 ,4673253 ,456777981 ,588401 ,763552 ,81981102 ,21683 ,37726 ,57898666 ,204942 ,1269751 ,135639080 ,475491 ,1422273 ,405016876 ,1296247 ,14767315 ,312984938 ,278092 ,805845 ,198724225 ,213274 ,1177854 ,194025065 ,2872 ,4550 ,1825461 ,489985 ,2186953 ,129358494 ,12390 ,3246 ,7553329 ,184582 ,350427 ,76438983 ,39 ,375 ,852810 ,1923 ,4096 ,1731376 ,7 ,10 ,28560 ,・,・,・,・,・,・
,　　椎間板障害,588117 ,1543709 ,588117 ,7619090 ,700057243 ,584317 ,1538496 ,169209890 ,194142 ,239509 ,24484141 ,2331 ,2985 ,5958615 ,42477 ,269037 ,27451347 ,225591 ,636961 ,205373589 ,427844 ,3474933 ,82634216 ,66842 ,186728 ,33773125 ,100842 ,463350 ,78792109 ,557 ,911 ,346685 ,197146 ,689882 ,37065563 ,4511 ,696 ,2377800 ,66660 ,114708 ,32218549 ,3 ,31 ,43050 ,397 ,845 ,317172 ,3 ,4 ,11424 ,・,・,・,・,・,・
,　　頚腕症候群,195272 ,394979 ,195272 ,3291811 ,177484024 ,194036 ,393670 ,46512903 ,95556 ,129873 ,17420040 ,1738 ,2767 ,4467270 ,23123 ,123140 ,12412671 ,34713 ,96219 ,25380492 ,161107 ,2243807 ,36854109 ,19756 ,52048 ,8392477 ,13131 ,62405 ,10316425 ,2882 ,4058 ,1289400 ,43329 ,154199 ,8858589 ,1140 ,190 ,343608 ,16751 ,29123 ,5097095 ,2 ,34 ,38912 ,132 ,277 ,100026 ,-,-,-,・,・,・,・,・,・
,　　腰痛症及び坐骨神経痛,716643 ,1365846 ,716643 ,13085326 ,747194359 ,705007 ,1348413 ,164630942 ,355995 ,486295 ,65109782 ,13615 ,25137 ,38190530 ,104018 ,595452 ,60075900 ,153890 ,396899 ,93203727 ,615908 ,9317625 ,162845797 ,72695 ,193718 ,60007539 ,26024 ,127864 ,21662175 ,9822 ,14918 ,5573414 ,141656 ,481576 ,52371310 ,4453 ,1422 ,4819118 ,52548 ,90879 ,16256057 ,52 ,414 ,915740 ,2224 ,4691 ,1517922 ,4 ,5 ,14280 ,・,・,・,・,・,・
,　　その他の脊柱障害,246380 ,566579 ,246380 ,3232757 ,297070972 ,244435 ,565929 ,65654540 ,72296 ,91496 ,10248300 ,2591 ,3645 ,8717002 ,29885 ,198654 ,21680192 ,108262 ,305168 ,80341474 ,161912 ,1576787 ,34854317 ,30184 ,82129 ,21678142 ,32567 ,156874 ,27250082 ,556 ,803 ,310765 ,58047 ,214958 ,15933033 ,1625 ,643 ,1243949 ,19532 ,34893 ,8823712 ,2 ,24 ,40310 ,339 ,741 ,289301 ,1 ,2 ,5712 ,・,・,・,・,・,・
,　　肩の傷害〈損傷〉,492732 ,1360266 ,492732 ,7700473 ,581021316 ,487917 ,1345353 ,137191059 ,185464 ,245081 ,27761660 ,4227 ,6432 ,11197138 ,53067 ,287742 ,30239687 ,130621 ,367297 ,70871184 ,378777 ,3934794 ,82858429 ,154093 ,377801 ,75246850 ,104815 ,569360 ,97391107 ,1933 ,2989 ,1129169 ,118302 ,485320 ,32788383 ,3002 ,769 ,1812577 ,40384 ,76546 ,11880982 ,15 ,166 ,323740 ,381 ,816 ,329302 ,-,-,-,・,・,・,・,・,・
,　　骨の密度及び構造の障害,633149 ,1229010 ,633149 ,11706929 ,799777944 ,619639 ,1211261 ,121500050 ,252209 ,334165 ,43898849 ,23254 ,38671 ,61222218 ,179201 ,914488 ,109199949 ,103041 ,304656 ,66164233 ,547740 ,7993066 ,148539708 ,138819 ,329196 ,158006042 ,33071 ,183021 ,30401603 ,1429 ,2324 ,1021496 ,85249 ,345239 ,45997248 ,2709 ,1486 ,4981855 ,22511 ,44994 ,6595622 ,67 ,610 ,1058044 ,1709 ,3740 ,1185245 ,1 ,2 ,5712 ,・,・,・,・,・,・
,　　その他の筋骨格系及び結合組織の疾患,1197671 ,2280036 ,1197671 ,17354576 ,1523974150 ,1177536 ,2252812 ,287550272 ,439793 ,570375 ,84051766 ,23596 ,45632 ,91135761 ,266606 ,2246377 ,228401899 ,396261 ,1076610 ,215997162 ,870120 ,9518364 ,211606155 ,162973 ,335366 ,155922194 ,102266 ,526011 ,93879295 ,8715 ,12678 ,4685977 ,223035 ,675462 ,93507620 ,21863 ,20108 ,40905354 ,38697 ,67424 ,11872196 ,65 ,669 ,1312523 ,3089 ,6641 ,3119950 ,8 ,9 ,25704 ,・,・,・,・,・,・
,ⅩⅣ　腎尿路生殖器系の疾患,2881394 ,5869364 ,2881394 ,56656198 ,9547405214 ,2814195 ,5820313 ,669854499 ,1012973 ,1495484 ,493155366 ,95666 ,135967 ,336214129 ,1938231 ,9454337 ,1103264884 ,396176 ,742865 ,300050878 ,2063635 ,35414898 ,760522540 ,258407 ,433632 ,381610966 ,7712 ,59358 ,10724440 ,14812 ,21590 ,7269298 ,435693 ,2533352 ,5143093795 ,31187 ,29383 ,219896066 ,9006 ,11952 ,4236921 ,423 ,4128 ,9789531 ,233361 ,498764 ,107638055 ,26 ,29 ,82824 ,・,・,・,・,・,・
,　　糸球体疾患及び腎尿細管間質性疾患,151013 ,230506 ,151013 ,3062658 ,307329333 ,146923 ,227898 ,28617829 ,57288 ,78817 ,16528698 ,5777 ,8840 ,20558087 ,127558 ,962387 ,90335909 ,21618 ,57047 ,24751542 ,106085 ,1667141 ,37531837 ,13964 ,23464 ,36651703 ,379 ,2390 ,466854 ,643 ,961 ,380830 ,7590 ,23046 ,35646204 ,2174 ,2458 ,13103009 ,373 ,485 ,265692 ,35 ,270 ,600620 ,3612 ,7446 ,1887614 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　腎不全,263145 ,2152092 ,263145 ,14630266 ,6386534202 ,257335 ,2146142 ,165821088 ,200048 ,461761 ,362868783 ,32222 ,42612 ,163141767 ,169654 ,1157789 ,121362050 ,138209 ,99251 ,43239673 ,229901 ,8483341 ,215800468 ,87839 ,55803 ,149913874 ,2728 ,27798 ,4644542 ,690 ,1275 ,521088 ,159969 ,2140537 ,5023378476 ,10980 ,8499 ,133397551 ,2405 ,1472 ,667677 ,48 ,162 ,324490 ,1795 ,3776 ,1418151 ,10 ,12 ,34272 ,・,・,・,・,・,・
,　　尿路結石症,125942 ,168467 ,125942 ,1950380 ,225840306 ,124812 ,171682 ,27406433 ,43152 ,56710 ,8983093 ,2081 ,2553 ,5636696 ,99158 ,552997 ,62113598 ,63095 ,177588 ,62645374 ,82428 ,954818 ,17828942 ,10240 ,12696 ,8619439 ,240 ,1506 ,295149 ,229 ,396 ,196435 ,7851 ,5940 ,4107610 ,3142 ,2891 ,25438663 ,306 ,433 ,204094 ,11 ,92 ,136330 ,4932 ,10070 ,2225545 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　その他の腎尿路系の疾患,707765 ,1026097 ,707765 ,12937686 ,907077764 ,688812 ,1004021 ,143252755 ,281662 ,388043 ,57005426 ,39182 ,60434 ,101982902 ,528906 ,2633505 ,234005770 ,43560 ,112480 ,46550911 ,601113 ,8508375 ,170731247 ,37576 ,72449 ,84457302 ,2872 ,18351 ,3439297 ,4186 ,6811 ,2693199 ,40260 ,82597 ,39662547 ,2083 ,2169 ,9905881 ,2927 ,5525 ,1283571 ,136 ,1314 ,3391752 ,20289 ,41574 ,8700693 ,5 ,5 ,14280 ,・,・,・,・,・,・
,　　前立腺肥大（症）,483758 ,599130 ,483758 ,10158129 ,506358470 ,479902 ,610481 ,68148034 ,157435 ,194113 ,23655244 ,11390 ,15468 ,27640267 ,350490 ,1649947 ,153085229 ,24771 ,65070 ,32625319 ,437293 ,7541886 ,137264302 ,11455 ,18752 ,38435898 ,800 ,5440 ,1123799 ,1015 ,1503 ,536310 ,16488 ,28381 ,9873246 ,899 ,950 ,4539451 ,985 ,1553 ,618249 ,104 ,1265 ,3377234 ,11516 ,23308 ,5418710 ,5 ,6 ,17136 ,・,・,・,・,・,・
,　　その他の男性生殖器の疾患,105894 ,137923 ,105894 ,1259709 ,95223702 ,103601 ,137037 ,24258507 ,26750 ,33366 ,4654397 ,1039 ,1413 ,3104609 ,72424 ,331330 ,30947203 ,4062 ,10613 ,5028594 ,68588 ,723100 ,14789689 ,3494 ,5506 ,6668456 ,112 ,565 ,114422 ,217 ,298 ,102475 ,10167 ,12165 ,3516291 ,278 ,301 ,694574 ,133 ,154 ,119887 ,16 ,125 ,335970 ,1835 ,3734 ,885765 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　月経障害及び閉経周辺期障害,322256 ,485441 ,322256 ,5546297 ,265275003 ,318862 ,483779 ,66591898 ,99605 ,112130 ,6160183 ,523 ,600 ,2072047 ,94623 ,407179 ,70350217 ,3424 ,8202 ,4122613 ,245095 ,4273167 ,83733831 ,45473 ,150461 ,12781480 ,182 ,939 ,172804 ,6305 ,8371 ,2248505 ,33596 ,43828 ,5786046 ,657 ,680 ,1203058 ,464 ,857 ,170489 ,5 ,66 ,104250 ,25821 ,56011 ,9777393 ,-,-,-,・,・,・,・,・,・
,　　乳房及びその他の女性生殖器の疾患,721621 ,1069708 ,721621 ,7111073 ,853766434 ,693948 ,1039273 ,145757955 ,147033 ,170544 ,13299542 ,3452 ,4047 ,12077754 ,495418 ,1759203 ,341064908 ,97437 ,212614 ,81086852 ,293132 ,3263070 ,82842224 ,48366 ,94501 ,44082814 ,399 ,2369 ,467573 ,1527 ,1975 ,590456 ,159772 ,196858 ,21123375 ,10974 ,11435 ,31613879 ,1413 ,1473 ,907262 ,68 ,834 ,1518885 ,163561 ,352845 ,77324184 ,3 ,3 ,8568 ,・,・,・,・,・,・
,ⅩⅤ　妊娠，分娩及び産じょく,221801 ,387837 ,221801 ,2203532 ,219221694 ,163086 ,270682 ,35185440 ,67181 ,82143 ,5676250 ,3837 ,3807 ,6645071 ,168631 ,588061 ,128886636 ,7751 ,16587 ,3404788 ,109013 ,1144053 ,19294840 ,14870 ,27626 ,5451705 ,20 ,94 ,19915 ,316 ,417 ,138025 ,32473 ,45925 ,2604965 ,3217 ,3382 ,5370238 ,1396 ,1386 ,421701 ,-,-,-,9555 ,19340 ,6121917 ,-,-,-,・,・,・,・,・,・
,　　流　　産,22673 ,45197 ,22673 ,224281 ,33766527 ,22287 ,44422 ,5887942 ,5001 ,6028 ,455545 ,73 ,72 ,176659 ,18724 ,101748 ,18119848 ,982 ,2200 ,602784 ,7182 ,53738 ,1001900 ,1248 ,1510 ,298177 ,2 ,20 ,3815 ,23 ,28 ,9130 ,2961 ,4384 ,232950 ,1598 ,1610 ,3284190 ,1060 ,1060 ,340694 ,-,-,-,3673 ,7461 ,3352893 ,-,-,-,・,・,・,・,・,・
